UpDown,lag1return,lag2return,lag3return,lag4return,lag5return
1,-0.000796046,0.004734588,-0.002864686,0.000389794,-0.000907165
0,0.002792909,-0.000796046,0.004734588,-0.002864686,0.000389794
1,-0.005479077,0.002792909,-0.000796046,0.004734588,-0.002864686
1,0.00186859,-0.005479077,0.002792909,-0.000796046,0.004734588
0,0.002199617,0.00186859,-0.005479077,0.002792909,-0.000796046
0,-0.001440272,0.002199617,0.00186859,-0.005479077,0.002792909
1,-0.000563323,-0.001440272,0.002199617,0.00186859,-0.005479077
0,0.001951769,-0.000563323,-0.001440272,0.002199617,0.00186859
0,-0.005240277,0.001951769,-0.000563323,-0.001440272,0.002199617
0,-0.001365227,-0.005240277,0.001951769,-0.000563323,-0.001440272
1,-0.001578817,-0.001365227,-0.005240277,0.001951769,-0.000563323
0,0.005228047,-0.001578817,-0.001365227,-0.005240277,0.001951769
0,-0.001953681,0.005228047,-0.001578817,-0.001365227,-0.005240277
0,-0.002375864,-0.001953681,0.005228047,-0.001578817,-0.001365227
1,-4.13846E-05,-0.002375864,-0.001953681,0.005228047,-0.001578817
1,0.004201041,-4.13846E-05,-0.002375864,-0.001953681,0.005228047
0,0.002981679,0.004201041,-4.13846E-05,-0.002375864,-0.001953681
0,-0.000146385,0.002981679,0.004201041,-4.13846E-05,-0.002375864
0,-0.002223014,-0.000146385,0.002981679,0.004201041,-4.13846E-05
1,-0.024522069,-0.002223014,-0.000146385,0.002981679,0.004201041
0,0.014677053,-0.024522069,-0.002223014,-0.000146385,0.002981679
0,-0.014830674,0.014677053,-0.024522069,-0.002223014,-0.000146385
1,-0.000587677,-0.014830674,0.014677053,-0.024522069,-0.002223014
0,0.010109273,-0.000587677,-0.014830674,0.014677053,-0.024522069
0,-0.003772295,0.010109273,-0.000587677,-0.014830674,0.014677053
1,-1.86031E-05,-0.003772295,0.010109273,-0.000587677,-0.014830674
1,0.000299138,-1.86031E-05,-0.003772295,0.010109273,-0.000587677
1,0.010917162,0.000299138,-1.86031E-05,-0.003772295,0.010109273
0,0.006499785,0.010917162,0.000299138,-1.86031E-05,-0.003772295
0,-0.005736775,0.006499785,0.010917162,0.000299138,-1.86031E-05
1,-0.008587762,-0.005736775,0.006499785,0.010917162,0.000299138
1,0.00644417,-0.008587762,-0.005736775,0.006499785,0.010917162
0,0.005296554,0.00644417,-0.008587762,-0.005736775,0.006499785
1,-0.009321411,0.005296554,0.00644417,-0.008587762,-0.005736775
0,0.007967969,-0.009321411,0.005296554,0.00644417,-0.008587762
0,-0.003260696,0.007967969,-0.009321411,0.005296554,0.00644417
1,-0.004955562,-0.003260696,0.007967969,-0.009321411,0.005296554
1,0.004296691,-0.004955562,-0.003260696,0.007967969,-0.009321411
0,0.00048156,0.004296691,-0.004955562,-0.003260696,0.007967969
1,-0.003253484,0.00048156,0.004296691,-0.004955562,-0.003260696
0,0.004605905,-0.003253484,0.00048156,0.004296691,-0.004955562
1,-0.012446472,0.004605905,-0.003253484,0.00048156,0.004296691
0,0.001146589,-0.012446472,0.004605905,-0.003253484,0.00048156
1,-0.003099264,0.001146589,-0.012446472,0.004605905,-0.003253484
0,0.000201604,-0.003099264,0.001146589,-0.012446472,0.004605905
1,-0.003037994,0.000201604,-0.003099264,0.001146589,-0.012446472
1,0.006160403,-0.003037994,0.000201604,-0.003099264,0.001146589
0,0.002191971,0.006160403,-0.003037994,0.000201604,-0.003099264
0,-0.001375724,0.002191971,0.006160403,-0.003037994,0.000201604
1,-8.41417E-05,-0.001375724,0.002191971,0.006160403,-0.003037994
0,0.00474984,-8.41417E-05,-0.001375724,0.002191971,0.006160403
0,-0.003797728,0.00474984,-8.41417E-05,-0.001375724,0.002191971
0,-0.001740411,-0.003797728,0.00474984,-8.41417E-05,-0.001375724
0,-0.002986727,-0.001740411,-0.003797728,0.00474984,-8.41417E-05
0,-0.003108299,-0.002986727,-0.001740411,-0.003797728,0.00474984
0,-0.000122277,-0.003108299,-0.002986727,-0.001740411,-0.003797728
0,-0.006786883,-0.000122277,-0.003108299,-0.002986727,-0.001740411
0,-0.006525501,-0.006786883,-0.000122277,-0.003108299,-0.002986727
0,-0.004423401,-0.006525501,-0.006786883,-0.000122277,-0.003108299
1,-0.001666131,-0.004423401,-0.006525501,-0.006786883,-0.000122277
1,0.022223544,-0.001666131,-0.004423401,-0.006525501,-0.006786883
1,0.003771974,0.022223544,-0.001666131,-0.004423401,-0.006525501
1,0.011077021,0.003771974,0.022223544,-0.001666131,-0.004423401
0,0.001950746,0.011077021,0.003771974,0.022223544,-0.001666131
0,-0.00139795,0.001950746,0.011077021,0.003771974,0.022223544
1,-0.000115503,-0.00139795,0.001950746,0.011077021,0.003771974
0,0.007480798,-0.000115503,-0.00139795,0.001950746,0.011077021
1,-0.001582264,0.007480798,-0.000115503,-0.00139795,0.001950746
0,0.00467637,-0.001582264,0.007480798,-0.000115503,-0.00139795
1,-0.002386798,0.00467637,-0.001582264,0.007480798,-0.000115503
1,0.007461401,-0.002386798,0.00467637,-0.001582264,0.007480798
1,0.002165432,0.007461401,-0.002386798,0.00467637,-0.001582264
1,0.000808025,0.002165432,0.007461401,-0.002386798,0.00467637
0,0.003914387,0.000808025,0.002165432,0.007461401,-0.002386798
1,-0.005254536,0.003914387,0.000808025,0.002165432,0.007461401
0,0.001335293,-0.005254536,0.003914387,0.000808025,0.002165432
0,-0.002653404,0.001335293,-0.005254536,0.003914387,0.000808025
1,-0.003515529,-0.002653404,0.001335293,-0.005254536,0.003914387
1,0.000397006,-0.003515529,-0.002653404,0.001335293,-0.005254536
1,0.005821305,0.000397006,-0.003515529,-0.002653404,0.001335293
1,0.003410888,0.005821305,0.000397006,-0.003515529,-0.002653404
1,0.013163242,0.003410888,0.005821305,0.000397006,-0.003515529
1,0.002159343,0.013163242,0.003410888,0.005821305,0.000397006
0,0.005938985,0.002159343,0.013163242,0.003410888,0.005821305
1,-0.001137435,0.005938985,0.002159343,0.013163242,0.003410888
0,0.006539775,-0.001137435,0.005938985,0.002159343,0.013163242
1,-0.008117172,0.006539775,-0.001137435,0.005938985,0.002159343
0,0.003883228,-0.008117172,0.006539775,-0.001137435,0.005938985
1,-0.001750623,0.003883228,-0.008117172,0.006539775,-0.001137435
1,0.001975121,-0.001750623,0.003883228,-0.008117172,0.006539775
0,0.003637512,0.001975121,-0.001750623,0.003883228,-0.008117172
0,-0.002457361,0.003637512,0.001975121,-0.001750623,0.003883228
1,-0.001862974,-0.002457361,0.003637512,0.001975121,-0.001750623
1,0.001251715,-0.001862974,-0.002457361,0.003637512,0.001975121
0,0.002248373,0.001251715,-0.001862974,-0.002457361,0.003637512
0,-0.008356529,0.002248373,0.001251715,-0.001862974,-0.002457361
0,-0.000293305,-0.008356529,0.002248373,0.001251715,-0.001862974
1,-0.00463705,-0.000293305,-0.008356529,0.002248373,0.001251715
1,0.008486575,-0.00463705,-0.000293305,-0.008356529,0.002248373
0,0.005722274,0.008486575,-0.00463705,-0.000293305,-0.008356529
1,-0.00077067,0.005722274,0.008486575,-0.00463705,-0.000293305
0,0.003516959,-0.00077067,0.005722274,0.008486575,-0.00463705
0,-0.003548594,0.003516959,-0.00077067,0.005722274,0.008486575
1,0,-0.003548594,0.003516959,-0.00077067,0.005722274
0,0.002829638,0,-0.003548594,0.003516959,-0.00077067
1,-0.002144809,0.002829638,0,-0.003548594,0.003516959
0,0.001849841,-0.002144809,0.002829638,0,-0.003548594
1,-0.002967503,0.001849841,-0.002144809,0.002829638,0
0,0.001763754,-0.002967503,0.001849841,-0.002144809,0.002829638
1,-0.003609309,0.001763754,-0.002967503,0.001849841,-0.002144809
0,0.003366238,-0.003609309,0.001763754,-0.002967503,0.001849841
1,-0.002690125,0.003366238,-0.003609309,0.001763754,-0.002967503
1,0.006564594,-0.002690125,0.003366238,-0.003609309,0.001763754
0,0.008026091,0.006564594,-0.002690125,0.003366238,-0.003609309
0,-0.000735384,0.008026091,0.006564594,-0.002690125,0.003366238
0,-0.000866464,-0.000735384,0.008026091,0.006564594,-0.002690125
0,-0.006009543,-0.000866464,-0.000735384,0.008026091,0.006564594
1,-0.000889905,-0.006009543,-0.000866464,-0.000735384,0.008026091
1,0.000298364,-0.000889905,-0.006009543,-0.000866464,-0.000735384
1,0.000570309,0.000298364,-0.000889905,-0.006009543,-0.000866464
0,0.007264758,0.000570309,0.000298364,-0.000889905,-0.006009543
1,-0.002115357,0.007264758,0.000570309,0.000298364,-0.000889905
1,0.000226829,-0.002115357,0.007264758,0.000570309,0.000298364
1,0.000693322,0.000226829,-0.002115357,0.007264758,0.000570309
1,0.005752546,0.000693322,0.000226829,-0.002115357,0.007264758
1,0.00356605,0.005752546,0.000693322,0.000226829,-0.002115357
1,0.005245845,0.00356605,0.005752546,0.000693322,0.000226829
1,0.004007335,0.005245845,0.00356605,0.005752546,0.000693322
0,0.004992309,0.004007335,0.005245845,0.00356605,0.005752546
1,-0.000864118,0.004992309,0.004007335,0.005245845,0.00356605
1,0.001678556,-0.000864118,0.004992309,0.004007335,0.005245845
0,0.006048066,0.001678556,-0.000864118,0.004992309,0.004007335
1,-0.0010822,0.006048066,0.001678556,-0.000864118,0.004992309
1,0.000418987,-0.0010822,0.006048066,0.001678556,-0.000864118
1,0.001493364,0.000418987,-0.0010822,0.006048066,0.001678556
0,0.001017983,0.001493364,0.000418987,-0.0010822,0.006048066
1,-0.002578376,0.001017983,0.001493364,0.000418987,-0.0010822
0,0.013673855,-0.002578376,0.001017983,0.001493364,0.000418987
1,-0.00585988,0.013673855,-0.002578376,0.001017983,0.001493364
0,0.000503877,-0.00585988,0.013673855,-0.002578376,0.001017983
0,-0.003277241,0.000503877,-0.00585988,0.013673855,-0.002578376
0,-0.002913374,-0.003277241,0.000503877,-0.00585988,0.013673855
1,-0.002284216,-0.002913374,-0.003277241,0.000503877,-0.00585988
1,0.000799895,-0.002284216,-0.002913374,-0.003277241,0.000503877
1,0.00326867,0.000799895,-0.002284216,-0.002913374,-0.003277241
0,0.000366633,0.00326867,0.000799895,-0.002284216,-0.002913374
1,-0.003379027,0.000366633,0.00326867,0.000799895,-0.002284216
0,0.008374753,-0.003379027,0.000366633,0.00326867,0.000799895
0,-0.00162671,0.008374753,-0.003379027,0.000366633,0.00326867
0,-0.001314315,-0.00162671,0.008374753,-0.003379027,0.000366633
0,-0.002009893,-0.001314315,-0.00162671,0.008374753,-0.003379027
1,-0.012407973,-0.002009893,-0.001314315,-0.00162671,0.008374753
0,0.001889886,-0.012407973,-0.002009893,-0.001314315,-0.00162671
0,-0.00106027,0.001889886,-0.012407973,-0.002009893,-0.001314315
0,-0.000843996,-0.00106027,0.001889886,-0.012407973,-0.002009893
1,-0.001019587,-0.000843996,-0.00106027,0.001889886,-0.012407973
1,0.007251474,-0.001019587,-0.000843996,-0.00106027,0.001889886
1,0.001085325,0.007251474,-0.001019587,-0.000843996,-0.00106027
0,0.00293511,0.001085325,0.007251474,-0.001019587,-0.000843996
0,-0.002255048,0.00293511,0.001085325,0.007251474,-0.001019587
1,-0.001642126,-0.002255048,0.00293511,0.001085325,0.007251474
0,0.000559522,-0.001642126,-0.002255048,0.00293511,0.001085325
1,-0.003054861,0.000559522,-0.001642126,-0.002255048,0.00293511
0,0.001929509,-0.003054861,0.000559522,-0.001642126,-0.002255048
1,-0.00082713,0.001929509,-0.003054861,0.000559522,-0.001642126
0,0.000687686,-0.00082713,0.001929509,-0.003054861,0.000559522
0,-0.001433879,0.000687686,-0.00082713,0.001929509,-0.003054861
0,-0.003759951,-0.001433879,0.000687686,-0.00082713,0.001929509
1,-0.006814694,-0.003759951,-0.001433879,0.000687686,-0.00082713
0,0.008613349,-0.006814694,-0.003759951,-0.001433879,0.000687686
0,-0.00290338,0.008613349,-0.006814694,-0.003759951,-0.001433879
1,-0.001716351,-0.00290338,0.008613349,-0.006814694,-0.003759951
0,0.007557263,-0.001716351,-0.00290338,0.008613349,-0.006814694
1,-0.003035073,0.007557263,-0.001716351,-0.00290338,0.008613349
1,0.010840069,-0.003035073,0.007557263,-0.001716351,-0.00290338
0,0.006090687,0.010840069,-0.003035073,0.007557263,-0.001716351
1,-0.000485703,0.006090687,0.010840069,-0.003035073,0.007557263
0,0.00055292,-0.000485703,0.006090687,0.010840069,-0.003035073
1,-0.001913147,0.00055292,-0.000485703,0.006090687,0.010840069
1,0.001732291,-0.001913147,0.00055292,-0.000485703,0.006090687
0,0.00118905,0.001732291,-0.001913147,0.00055292,-0.000485703
1,-0.001271361,0.00118905,0.001732291,-0.001913147,0.00055292
1,0.000582103,-0.001271361,0.00118905,0.001732291,-0.001913147
1,0.004088695,0.000582103,-0.001271361,0.00118905,0.001732291
0,3.74461E-05,0.004088695,0.000582103,-0.001271361,0.00118905
1,-0.001025249,3.74461E-05,0.004088695,0.000582103,-0.001271361
0,0.001130601,-0.001025249,3.74461E-05,0.004088695,0.000582103
0,-0.002162809,0.001130601,-0.001025249,3.74461E-05,0.004088695
1,-0.001478441,-0.002162809,0.001130601,-0.001025249,3.74461E-05
0,0.004776514,-0.001478441,-0.002162809,0.001130601,-0.001025249
0,-0.000686897,0.004776514,-0.001478441,-0.002162809,0.001130601
1,-0.018178215,-0.000686897,0.004776514,-0.001478441,-0.002162809
1,0.003686819,-0.018178215,-0.000686897,0.004776514,-0.001478441
1,0.0067675,0.003686819,-0.018178215,-0.000686897,0.004776514
1,0.005160132,0.0067675,0.003686819,-0.018178215,-0.000686897
1,0.001837872,0.005160132,0.0067675,0.003686819,-0.018178215
1,0.002489127,0.001837872,0.005160132,0.0067675,0.003686819
1,0.004441948,0.002489127,0.001837872,0.005160132,0.0067675
0,0.00031055,0.004441948,0.002489127,0.001837872,0.005160132
0,-0.001204624,0.00031055,0.004441948,0.002489127,0.001837872
1,-0.000459969,-0.001204624,0.00031055,0.004441948,0.002489127
1,0.007571113,-0.000459969,-0.001204624,0.00031055,0.004441948
0,0.003707731,0.007571113,-0.000459969,-0.001204624,0.00031055
0,-0.001217665,0.003707731,0.007571113,-0.000459969,-0.001204624
1,-0.00277904,-0.001217665,0.003707731,0.007571113,-0.000459969
1,0.001568257,-0.00277904,-0.001217665,0.003707731,0.007571113
0,0.000267205,0.001568257,-0.00277904,-0.001217665,0.003707731
0,-0.000829989,0.000267205,0.001568257,-0.00277904,-0.001217665
1,-0.000978763,-0.000829989,0.000267205,0.001568257,-0.00277904
0,0.004511505,-0.000978763,-0.000829989,0.000267205,0.001568257
0,-0.000995831,0.004511505,-0.000978763,-0.000829989,0.000267205
1,-0.002239598,-0.000995831,0.004511505,-0.000978763,-0.000829989
1,0.000283639,-0.002239598,-0.000995831,0.004511505,-0.000978763
0,0.008347229,0.000283639,-0.002239598,-0.000995831,0.004511505
0,-0.006696638,0.008347229,0.000283639,-0.002239598,-0.000995831
0,-0.000582644,-0.006696638,0.008347229,0.000283639,-0.002239598
1,-0.000455782,-0.000582644,-0.006696638,0.008347229,0.000283639
1,0.001560916,-0.000455782,-0.000582644,-0.006696638,0.008347229
0,0.000315802,0.001560916,-0.000455782,-0.000582644,-0.006696638
1,-0.008072825,0.000315802,0.001560916,-0.000455782,-0.000582644
0,0.008808066,-0.008072825,0.000315802,0.001560916,-0.000455782
1,-0.008600023,0.008808066,-0.008072825,0.000315802,0.001560916
1,0.001533232,-0.008600023,0.008808066,-0.008072825,0.000315802
1,0.002310834,0.001533232,-0.008600023,0.008808066,-0.008072825
0,0.001453279,0.002310834,0.001533232,-0.008600023,0.008808066
1,-0.009368824,0.001453279,0.002310834,0.001533232,-0.008600023
1,0.006403126,-0.009368824,0.001453279,0.002310834,0.001533232
0,0.000927766,0.006403126,-0.009368824,0.001453279,0.002310834
1,-0.000782681,0.000927766,0.006403126,-0.009368824,0.001453279
1,0.007305608,-0.000782681,0.000927766,0.006403126,-0.009368824
1,0.001874584,0.007305608,-0.000782681,0.000927766,0.006403126
0,0.004673503,0.001874584,0.007305608,-0.000782681,0.000927766
1,-5.29129E-05,0.004673503,0.001874584,0.007305608,-0.000782681
1,0.000597857,-5.29129E-05,0.004673503,0.001874584,0.007305608
0,0.005372639,0.000597857,-5.29129E-05,0.004673503,0.001874584
0,-0.000153659,0.005372639,0.000597857,-5.29129E-05,0.004673503
0,-0.000367872,-0.000153659,0.005372639,0.000597857,-5.29129E-05
1,-0.001063735,-0.000367872,-0.000153659,0.005372639,0.000597857
1,0.002923172,-0.001063735,-0.000367872,-0.000153659,0.005372639
0,0.000282664,0.002923172,-0.001063735,-0.000367872,-0.000153659
0,-0.000972688,0.000282664,0.002923172,-0.001063735,-0.000367872
0,-0.001341115,-0.000972688,0.000282664,0.002923172,-0.001063735
1,-0.000728146,-0.001341115,-0.000972688,0.000282664,0.002923172
1,0.002449115,-0.000728146,-0.001341115,-0.000972688,0.000282664
0,0.000492648,0.002449115,-0.000728146,-0.001341115,-0.000972688
1,-0.002183654,0.000492648,0.002449115,-0.000728146,-0.001341115
1,0.001889104,-0.002183654,0.000492648,0.002449115,-0.000728146
0,0.0016472,0.001889104,-0.002183654,0.000492648,0.002449115
0,-0.002414433,0.0016472,0.001889104,-0.002183654,0.000492648
0,-0.000363609,-0.002414433,0.0016472,0.001889104,-0.002183654
1,-0.014474442,-0.000363609,-0.002414433,0.0016472,0.001889104
1,0.00127557,-0.014474442,-0.000363609,-0.002414433,0.0016472
0,0.010043755,0.00127557,-0.014474442,-0.000363609,-0.002414433
1,-0.000498808,0.010043755,0.00127557,-0.014474442,-0.000363609
0,0.001420103,-0.000498808,0.010043755,0.00127557,-0.014474442
0,-0.015436952,0.001420103,-0.000498808,0.010043755,0.00127557
1,-0.001835367,-0.015436952,0.001420103,-0.000498808,0.010043755
1,0.001162651,-0.001835367,-0.015436952,0.001420103,-0.000498808
0,0.00994078,0.001162651,-0.001835367,-0.015436952,0.001420103
0,-0.003453593,0.00994078,0.001162651,-0.001835367,-0.015436952
1,-0.002074462,-0.003453593,0.00994078,0.001162651,-0.001835367
1,0.001672869,-0.002074462,-0.003453593,0.00994078,0.001162651
1,0.000487072,0.001672869,-0.002074462,-0.003453593,0.00994078
1,0.000842822,0.000487072,0.001672869,-0.002074462,-0.003453593
1,0.004615149,0.000842822,0.000487072,0.001672869,-0.002074462
1,0.005720976,0.004615149,0.000842822,0.000487072,0.001672869
0,0.001982541,0.005720976,0.004615149,0.000842822,0.000487072
1,-0.007550807,0.001982541,0.005720976,0.004615149,0.000842822
0,0.003128727,-0.007550807,0.001982541,0.005720976,0.004615149
0,-0.000178436,0.003128727,-0.007550807,0.001982541,0.005720976
1,-0.001488851,-0.000178436,0.003128727,-0.007550807,0.001982541
1,0.010839299,-0.001488851,-0.000178436,0.003128727,-0.007550807
1,0.003363948,0.010839299,-0.001488851,-0.000178436,0.003128727
0,0.000757121,0.003363948,0.010839299,-0.001488851,-0.000178436
1,-0.001100718,0.000757121,0.003363948,0.010839299,-0.001488851
1,0.001847181,-0.001100718,0.000757121,0.003363948,0.010839299
1,0.001455921,0.001847181,-0.001100718,0.000757121,0.003363948
1,0.001110195,0.001455921,0.001847181,-0.001100718,0.000757121
0,0.000634348,0.001110195,0.001455921,0.001847181,-0.001100718
1,-0.003045917,0.000634348,0.001110195,0.001455921,0.001847181
0,0.000647794,-0.003045917,0.000634348,0.001110195,0.001455921
1,-0.00222205,0.000647794,-0.003045917,0.000634348,0.001110195
1,7.21668E-05,-0.00222205,0.000647794,-0.003045917,0.000634348
1,0.004085144,7.21668E-05,-0.00222205,0.000647794,-0.003045917
1,0.001204616,0.004085144,7.21668E-05,-0.00222205,0.000647794
1,0.00370511,0.001204616,0.004085144,7.21668E-05,-0.00222205
1,0.003874004,0.00370511,0.001204616,0.004085144,7.21668E-05
1,0.002158838,0.003874004,0.00370511,0.001204616,0.004085144
1,0.00124672,0.002158838,0.003874004,0.00370511,0.001204616
0,0.005646787,0.00124672,0.002158838,0.003874004,0.00370511
0,-0.001073634,0.005646787,0.00124672,0.002158838,0.003874004
1,-0.001804434,-0.001073634,0.005646787,0.00124672,0.002158838
1,0.002322413,-0.001804434,-0.001073634,0.005646787,0.00124672
0,0.001803507,0.002322413,-0.001804434,-0.001073634,0.005646787
1,-0.001686753,0.001803507,0.002322413,-0.001804434,-0.001073634
1,0.000878107,-0.001686753,0.001803507,0.002322413,-0.001804434
1,0.001750753,0.000878107,-0.001686753,0.001803507,0.002322413
1,0.000672579,0.001750753,0.000878107,-0.001686753,0.001803507
1,0.000742335,0.000672579,0.001750753,0.000878107,-0.001686753
1,0.000327998,0.000742335,0.000672579,0.001750753,0.000878107
0,0.005116843,0.000327998,0.000742335,0.000672579,0.001750753
1,-0.003972484,0.005116843,0.000327998,0.000742335,0.000672579
0,0.001617909,-0.003972484,0.005116843,0.000327998,0.000742335
1,-0.00466305,0.001617909,-0.003972484,0.005116843,0.000327998
1,0.001270946,-0.00466305,0.001617909,-0.003972484,0.005116843
0,0.008073022,0.001270946,-0.00466305,0.001617909,-0.003972484
1,-0.00319247,0.008073022,0.001270946,-0.00466305,0.001617909
1,0.000944459,-0.00319247,0.008073022,0.001270946,-0.00466305
1,0.00159211,0.000944459,-0.00319247,0.008073022,0.001270946
1,0.000189966,0.00159211,0.000944459,-0.00319247,0.008073022
1,0.003097075,0.000189966,0.00159211,0.000944459,-0.00319247
0,0.001271251,0.003097075,0.000189966,0.00159211,0.000944459
1,-0.000189103,0.001271251,0.003097075,0.000189966,0.00159211
0,0.001443655,-0.000189103,0.001271251,0.003097075,0.000189966
0,-0.003761888,0.001443655,-0.000189103,0.001271251,0.003097075
1,-0.000897644,-0.003761888,0.001443655,-0.000189103,0.001271251
0,0.000983634,-0.000897644,-0.003761888,0.001443655,-0.000189103
0,-0.002309609,0.000983634,-0.000897644,-0.003761888,0.001443655
1,-0.005525676,-0.002309609,0.000983634,-0.000897644,-0.003761888
0,0.008196058,-0.005525676,-0.002309609,0.000983634,-0.000897644
1,-0.002625963,0.008196058,-0.005525676,-0.002309609,0.000983634
1,0.001275683,-0.002625963,0.008196058,-0.005525676,-0.002309609
0,0.006541139,0.001275683,-0.002625963,0.008196058,-0.005525676
1,-0.000750261,0.006541139,0.001275683,-0.002625963,0.008196058
0,0.002056095,-0.000750261,0.006541139,0.001275683,-0.002625963
1,-0.000384258,0.002056095,-0.000750261,0.006541139,0.001275683
0,0.009848513,-0.000384258,0.002056095,-0.000750261,0.006541139
1,-0.000369226,0.009848513,-0.000384258,0.002056095,-0.000750261
0,0.008190951,-0.000369226,0.009848513,-0.000384258,0.002056095
0,-0.002024531,0.008190951,-0.000369226,0.009848513,-0.000384258
0,-0.001052157,-0.002024531,0.008190951,-0.000369226,0.009848513
0,-0.003739382,-0.001052157,-0.002024531,0.008190951,-0.000369226
1,-0.000114105,-0.003739382,-0.001052157,-0.002024531,0.008190951
1,0.002932358,-0.000114105,-0.003739382,-0.001052157,-0.002024531
1,0.005506306,0.002932358,-0.000114105,-0.003739382,-0.001052157
1,0.003201957,0.005506306,0.002932358,-0.000114105,-0.003739382
0,0.001548922,0.003201957,0.005506306,0.002932358,-0.000114105
0,-0.000472957,0.001548922,0.003201957,0.005506306,0.002932358
1,-0.004070859,-0.000472957,0.001548922,0.003201957,0.005506306
1,0.008974344,-0.004070859,-0.000472957,0.001548922,0.003201957
0,0.005362807,0.008974344,-0.004070859,-0.000472957,0.001548922
0,-0.003230269,0.005362807,0.008974344,-0.004070859,-0.000472957
1,-0.000827893,-0.003230269,0.005362807,0.008974344,-0.004070859
0,0.001985656,-0.000827893,-0.003230269,0.005362807,0.008974344
0,-0.000458166,0.001985656,-0.000827893,-0.003230269,0.005362807
1,-0.001058415,-0.000458166,0.001985656,-0.000827893,-0.003230269
1,0.000790941,-0.001058415,-0.000458166,0.001985656,-0.000827893
0,0.001833999,0.000790941,-0.001058415,-0.000458166,0.001985656
1,-0.005183153,0.001833999,0.000790941,-0.001058415,-0.000458166
1,0.008303362,-0.005183153,0.001833999,0.000790941,-0.001058415
1,0.006398819,0.008303362,-0.005183153,0.001833999,0.000790941
1,0.004028636,0.006398819,0.008303362,-0.005183153,0.001833999
1,0.007033767,0.004028636,0.006398819,0.008303362,-0.005183153
1,0.001662344,0.007033767,0.004028636,0.006398819,0.008303362
0,0.001302932,0.001662344,0.007033767,0.004028636,0.006398819
1,-0.001112227,0.001302932,0.001662344,0.007033767,0.004028636
1,0.007033647,-0.001112227,0.001302932,0.001662344,0.007033767
0,0.006749603,0.007033647,-0.001112227,0.001302932,0.001662344
1,-0.003524487,0.006749603,0.007033647,-0.001112227,0.001302932
0,0.009415052,-0.003524487,0.006749603,0.007033647,-0.001112227
1,-0.00161639,0.009415052,-0.003524487,0.006749603,0.007033647
1,0.004385235,-0.00161639,0.009415052,-0.003524487,0.006749603
1,0.008066727,0.004385235,-0.00161639,0.009415052,-0.003524487
0,0.002174365,0.008066727,0.004385235,-0.00161639,0.009415052
1,-0.000559976,0.002174365,0.008066727,0.004385235,-0.00161639
1,0.000602621,-0.000559976,0.002174365,0.008066727,0.004385235
0,0.011841196,0.000602621,-0.000559976,0.002174365,0.008066727
0,-0.006731974,0.011841196,0.000602621,-0.000559976,0.002174365
1,-0.010898815,-0.006731974,0.011841196,0.000602621,-0.000559976
0,0.000488985,-0.010898815,-0.006731974,0.011841196,0.000602621
0,-0.000648089,0.000488985,-0.010898815,-0.006731974,0.011841196
0,-0.021208548,-0.000648089,0.000488985,-0.010898815,-0.006731974
1,-0.040979225,-0.021208548,-0.000648089,0.000488985,-0.010898815
0,0.017440921,-0.040979225,-0.021208548,-0.000648089,0.000488985
0,-0.005001589,0.017440921,-0.040979225,-0.021208548,-0.000648089
1,-0.03753642,-0.005001589,0.017440921,-0.040979225,-0.021208548
1,0.01493609,-0.03753642,-0.005001589,0.017440921,-0.040979225
1,0.013914585,0.01493609,-0.03753642,-0.005001589,0.017440921
1,0.00261293,0.013914585,0.01493609,-0.03753642,-0.005001589
1,0.013402458,0.00261293,0.013914585,0.01493609,-0.03753642
1,0.012069113,0.013402458,0.00261293,0.013914585,0.01493609
0,0.00037347,0.012069113,0.013402458,0.00261293,0.013914585
0,-0.005841389,0.00037347,0.012069113,0.013402458,0.00261293
1,-0.005496503,-0.005841389,0.00037347,0.012069113,0.013402458
1,0.000973551,-0.005496503,-0.005841389,0.00037347,0.012069113
1,0.016028376,0.000973551,-0.005496503,-0.005841389,0.00037347
0,0.011757015,0.016028376,0.000973551,-0.005496503,-0.005841389
0,-0.012706889,0.011757015,0.016028376,0.000973551,-0.005496503
0,-0.011095789,-0.012706889,0.011757015,0.016028376,0.000973551
1,-0.013324399,-0.011095789,-0.012706889,0.011757015,0.016028376
1,0.005071603,-0.013324399,-0.011095789,-0.012706889,0.011757015
1,0.011032026,0.005071603,-0.013324399,-0.011095789,-0.012706889
0,0.002638859,0.011032026,0.005071603,-0.013324399,-0.011095789
1,-0.000483875,0.002638859,0.011032026,0.005071603,-0.013324399
1,0.004463078,-0.000483875,0.002638859,0.011032026,0.005071603
0,0.017378831,0.004463078,-0.000483875,0.002638859,0.011032026
0,-0.001273985,0.017378831,0.004463078,-0.000483875,0.002638859
0,-0.006363577,-0.001273985,0.017378831,0.004463078,-0.000483875
0,-0.005724522,-0.006363577,-0.001273985,0.017378831,0.004463078
1,-0.00078193,-0.005724522,-0.006363577,-0.001273985,0.017378831
0,0.001703447,-0.00078193,-0.005724522,-0.006363577,-0.001273985
1,-0.014204195,0.001703447,-0.00078193,-0.005724522,-0.006363577
0,0.001481805,-0.014204195,0.001703447,-0.00078193,-0.005724522
0,-0.00184399,0.001481805,-0.014204195,0.001703447,-0.00078193
0,-0.025162889,-0.00184399,0.001481805,-0.014204195,0.001703447
1,-0.02096688,-0.025162889,-0.00184399,0.001481805,-0.014204195
